label,factor,family,ar1,dev_base_r2,dev_full_r2,dev_partial_r2,dev_cond_beta_sd,dev_cond_t_nw,dev_cond_p,val_base_oos_r2,val_full_oos_r2,val_delta_oos_r2,hold_base_oos_r2,hold_full_oos_r2,hold_delta_oos_r2,dev_cond_bh_q
fwd_us_20,rel_us_china_120,relative_strength,0.9925076416260187,0.05284163870249936,0.05309118036386129,0.000263463504687944,0.0009141644234435004,0.2769103754103988,0.7818489255863665,-0.07723750763491966,-0.08283105505568389,-0.005593547420764233,0.018134256856369158,0.02017086471101659,0.002036607854647432,0.872761591352223
fwd_us_20,chg_vix3m_20,vix_term,0.919219413603943,0.1017173141162322,0.10201132361182408,0.000327301750564886,0.0009445080391423535,0.1967202490177233,0.8440464632952605,-0.12752604119125466,-0.12469998907780422,0.002826052113450439,0.01286055762099969,0.018812540244825704,0.005951982623826013,0.9003162275149444
fwd_us_20,rel_us_china_60,relative_strength,0.9816345030003338,0.06280567489210209,0.06293646560969823,0.0001395556013221518,-0.0006422284131792868,-0.1967297762463257,0.8440390073469131,-0.08773670641873399,-0.08672116304723287,0.0010155433715011153,0.023289911706469102,0.029515081691874667,0.006225169985405565,0.9003162275149444
fwd_us_20,chg_vix_20,vix,0.8994726014951038,0.06778494076096253,0.06780125429802131,1.7499757054013933e-05,0.00020327517228430414,0.05279570131466246,0.9578946865797263,-0.09053008050559108,-0.08993239206024062,0.0005976884453504638,0.024589371998380183,0.028280907963707413,0.0036915359653272306,0.9983654839514724
fwd_us_20,vix_pct252,vix,0.9470269540017628,0.059114732049212804,0.05911775497861238,3.2128565538711404e-06,-8.45784154097182e-05,-0.02812030047669058,0.9775662030358166,-0.08119565736413192,-0.08180380134092036,-0.0006081439767884333,0.019025628527934435,0.02498961616820894,0.005963987640274504,0.9983654839514724
fwd_us_20,chg_vix_10,vix,0.8306069578465388,0.06594660273204367,0.06594660707280708,4.64723261868591e-09,-3.294879406820894e-06,-0.001053112279213083,0.9991597381269387,-0.0884452902334747,-0.08843350265285932,1.1787580615374438e-05,0.024441141210182704,0.021573451679637645,-0.002867689530545059,0.9991597381269387
fwd_us_minus_gold_20,dispersion_252,dispersion,0.9967208748026908,0.03773798652155369,0.06348956542719975,0.026761504190067318,-0.012265556838734634,-3.0348234918131487,0.0024067649550848116,0.013006140509603692,0.012877330978199542,-0.0001288095314041504,0.03507146685062035,0.0411940643087485,0.006122597458128154,0.11552471784407095
fwd_us_minus_gold_20,chg_vix_1,vix,-0.1428699647320261,0.0385992980509815,0.040312799766156426,0.0017822971334441459,0.002935826303491472,2.731773707532086,0.006299439192535027,0.020202652018860068,0.014224102115013237,-0.00597854990384683,0.02760221057687151,0.02821058154288769,0.0006083709660161807,0.15118654062084066
fwd_us_minus_gold_20,real10_z252,real_yield,0.9881633533765743,0.0522858800057493,0.07635027108886383,0.025392036032195572,-0.011928300475221962,-2.5514485411143903,0.010727616456179949,0.01212020886265519,0.040698091617678456,0.028577882755023265,0.023119220204600888,-0.1235878220036144,-0.1467070422082153,0.15730197402126359
fwd_us_minus_gold_20,vol_shanghai_60,volatility,0.9978400303548897,0.038347621906356766,0.06744519708928831,0.030257893440261526,-0.013281554815630007,-2.480807950467141,0.0131084978351053,0.01915102239242883,-0.023896867917339915,-0.043047890309768744,0.029156462810022044,0.02781345612567443,-0.001343006684347614,0.15730197402126359
fwd_us_minus_gold_20,dispersion_10,dispersion,0.8223398658456813,0.03920811606449459,0.04489771756918659,0.005921783478630968,-0.005526242428244845,-2.0833175633102785,0.03722228686174338,0.02036299846191736,0.02721913954650068,0.006856141084583323,0.02686034021429662,0.016581879335030747,-0.010278460879265872,0.17273120154337834
fwd_us_minus_gold_20,rel_us_gold_20,relative_strength,0.936404543168376,0.03955110198769751,0.05342542317232335,0.01444566307831624,-0.008676719855968532,-2.2584938216088477,0.023914889333777115,0.02037049027091964,0.018668894005092196,-0.001701596265827443,0.02642564936469738,-0.005228940097785184,-0.03165458946248256,0.17273120154337834
fwd_us_minus_gold_20,dd_csi300_252,drawdown,0.9958245543642024,0.037755307581339825,0.06474780118633261,0.028051590014121587,0.014521532878327994,2.0989168990071017,0.03582422689687166,0.013027451976169613,-0.01799391152997165,-0.031021363506141264,0.03506607406447315,0.04631051695197075,0.011244442887497597,0.17273120154337834
fwd_us_minus_gold_20,dd_shanghai_252,drawdown,0.9965283623937201,0.037755307581339825,0.06725999622415046,0.030662355298264957,0.015295684215499076,2.165585874788258,0.03034284673181115,0.013027451976169613,-0.021887900452138842,-0.034915352428308455,0.03506607406447315,0.038841714995199506,0.003775640930726354,0.17273120154337834
fwd_us_minus_gold_20,downvol_shanghai_60,downside_vol,0.9956710906622711,0.038347621906356766,0.0609146332499112,0.023466911596777558,-0.011436809035083187,-2.117775559604765,0.03419408014382712,0.01915102239242883,-0.020106484137732528,-0.03925750653016136,0.029156462810022044,0.028611479193157763,-0.0005449836168642808,0.17273120154337834
fwd_us_minus_gold_20,downvol_shanghai_120,downside_vol,0.9985634154216495,0.038224052311754186,0.0682534623338007,0.031222874822588485,-0.0135589141137517,-2.232593348281877,0.02557577315158409,0.0162730979028749,-0.03063680692663051,-0.04690990482950541,0.032059524140163775,0.0465111325787666,0.014451608438602825,0.17273120154337834
fwd_us_minus_gold_20,eff_sp500_60,trend_efficiency,0.9486099134105812,0.038347621906356766,0.04901161728681047,0.011089241417562713,0.0073493945949865795,2.058061463307204,0.039584233687024205,0.01915102239242883,-0.044679105276710374,-0.0638301276691392,0.029156462810022044,0.028154579011707148,-0.0010018837983148954,0.17273120154337834
fwd_us_minus_gold_20,dd_csi300_120,drawdown,0.9916259547951438,0.038135863098549994,0.06271477873949871,0.025553417263406097,0.013095027157308805,1.9960029376292447,0.04593360304185939,0.01609744673258806,0.00809678429716243,-0.008000662435425632,0.03215646670067518,0.042167732168644556,0.010011265467969377,0.17838154702111528
fwd_us_minus_gold_20,dd_shanghai_120,drawdown,0.9924060708552105,0.038135863098549994,0.06295901171350027,0.025807333554316296,0.01313424916866262,1.9746166423737888,0.048311668984885384,0.01609744673258806,0.006345399330551893,-0.009752047402036168,0.03215646670067518,0.04156027569057541,0.00940380898990023,0.17838154702111528
