date,portfolio_value,cash_ratio,target_gross,actual_gross,target_gold,target_nasdaq,target_sp500,target_csi300,target_shanghai,price_gold,price_nasdaq,price_sp500,price_csi300,price_shanghai
2002-03-25,100111.1312733705,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,79.1406750000,15001.9450905088,9368.4663582112,1373.0120000000,1675.2890000000
2002-03-26,100113.9915914068,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,78.9296930000,15098.6202272859,9423.2599716927,1350.0090000000,1649.4840000000
2002-03-27,100116.8519911666,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.4209090000,15119.9748379781,9473.6667853034,1354.0980000000,1654.2310000000
2002-03-28,100119.7124726521,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.5293020000,15274.1795306874,9497.0823159376,1352.5330000000,1650.6730000000
2002-03-29,100122.5730358656,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.5293020000,15274.1795306874,9497.0823159376,1313.4660000000,1603.9050000000
2002-04-01,100125.4336808094,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.6870290000,15417.1253569507,9490.0467657162,1317.5790000000,1608.5060000000
2002-04-02,100128.2944074860,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,81.4055390000,14934.9843151212,9409.0235645646,1296.5740000000,1582.8830000000
2002-04-03,100131.1552158977,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.5263790000,14769.0308483078,9314.9142918629,1302.2480000000,1594.5080000000
2002-04-04,100134.0161060467,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.1262480000,14813.7265451054,9322.6946538980,1337.7280000000,1641.6990000000
2002-04-05,100136.8770779354,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,79.8601340000,14650.5044819852,9292.8147528907,1332.2010000000,1634.6430000000
2002-04-08,100139.7381315662,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,79.9656090000,14781.8565575467,9314.1580101809,1333.7050000000,1640.6500000000
2002-04-09,100142.5992669414,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,79.5151410000,14423.2185867883,9252.0092371107,1357.7420000000,1667.5220000000
2002-04-10,100145.4604840633,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.2888240000,14626.0046185553,9356.8785849673,1366.7160000000,1677.6580000000
2002-04-11,100148.3217829343,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.4209090000,14279.7785079914,9135.2210367746,1344.7340000000,1649.5300000000
2002-04-12,100151.1831635567,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.3942970000,14535.9510664890,9195.8085368781,1350.6890000000,1658.9790000000
2002-04-15,100154.0446259328,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,79.8354460000,14516.0035425478,9125.7852785618,1344.5810000000,1649.5000000000
2002-04-16,100156.9061700650,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,79.5161030000,15037.5361083291,9339.4969251016,1341.5020000000,1640.2850000000
2002-04-17,100159.7677959555,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.3942970000,14986.8809852918,9320.4598690582,1341.7660000000,1644.3950000000
2002-04-18,100162.6295036068,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,81.0359150000,14918.6786627710,9307.2166996366,1326.5460000000,1628.1370000000
2002-04-19,100165.4912930212,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.4504310000,14872.3275697956,9313.0105862586,1330.6420000000,1635.1720000000
2002-04-22,100168.3531642010,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.6347740000,14556.5607489012,9169.4877376528,1324.8670000000,1627.4800000000
2002-04-23,100171.2151171486,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.9018760000,14321.8143442453,9112.7757314903,1318.6610000000,1624.5460000000
2002-04-24,100174.0771518662,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.9817110000,14181.2824354189,9047.8988884015,1309.7270000000,1611.0510000000
2002-04-25,100176.9392683563,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,81.9919940000,14184.2621485387,9034.1591001266,1312.4830000000,1615.9190000000
2002-04-26,100179.8014666211,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.9234220000,13771.9857304850,8908.6800698577,1331.7140000000,1640.5890000000
2002-04-29,100182.6637466630,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.8169760000,13714.6049745479,8818.8552745934,1349.7850000000,1665.8120000000
2002-04-30,100185.5261084843,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.2048860000,13973.4474453099,8913.6462583908,1353.6070000000,1667.7490000000
2002-05-01,100188.3885520874,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.2581180000,13884.8837498034,8992.6086560666,1353.6070000000,1667.7490000000
2002-05-02,100191.2510774746,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.0452170000,13614.1437049422,8976.8823923786,1353.6070000000,1667.7490000000
2002-05-03,100194.1136846483,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,83.0830910000,13351.0184824983,8884.7595950901,1353.6070000000,1667.7490000000
2002-05-06,100196.9763736107,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.8189800000,13065.0487928023,8712.9294718459,1353.6070000000,1667.7490000000
2002-05-07,100199.8391443642,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.9264320000,13026.4780618622,8686.6086726206,1353.6070000000,1667.7490000000
2002-05-08,100202.7019969112,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.0215820000,14040.1599112708,9012.3906403900,1342.2920000000,1652.3680000000
2002-05-09,100205.5649312540,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.3625710000,13661.0741865797,8881.2832631169,1344.7830000000,1650.5780000000
2002-05-10,100208.4279473949,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.7617420000,13250.2048552770,8732.1320675071,1335.4510000000,1638.1980000000
2002-05-13,100211.2910453362,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.6543080000,13678.0419974010,8894.1125834940,1319.8140000000,1623.9400000000
2002-05-14,100214.1542250804,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,81.7751460000,14228.5439962919,9082.1655892797,1311.6800000000,1616.2310000000
2002-05-15,100217.0174866296,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.1467120000,14282.4271418757,9030.7655379624,1300.1190000000,1598.3540000000
2002-05-16,100219.8808299864,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.4404180000,14322.8188086114,9090.0287211237,1261.5220000000,1549.5010000000
2002-05-17,100222.7442551530,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.6533080000,14413.4517493399,9159.2242813511,1277.2350000000,1567.4970000000
2002-05-20,100225.6077621317,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.0104630000,14084.0279099796,9037.4698924820,1258.8290000000,1541.5300000000
2002-05-21,100228.4713509249,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.0380820000,13774.3860549426,8938.1461218206,1298.8780000000,1588.1080000000
2002-05-22,100231.3350215349,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.6235310000,13851.1136677785,8988.9667844757,1280.1600000000,1564.4890000000
2002-05-23,100234.1987739641,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.8220670000,14051.2510656613,9080.5101931020,1284.8360000000,1571.6110000000
2002-05-24,100237.0626082148,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.2632230000,13752.1209763527,8970.7574265211,1265.9660000000,1549.4660000000
2002-05-27,100239.9265242893,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.2632230000,13752.1209763527,8970.7574265211,1270.3360000000,1555.0480000000
2002-05-28,100242.7905221900,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.1894240000,13674.9795144723,8894.0298136852,1270.3820000000,1558.5240000000
2002-05-29,100245.6546019192,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.5885710000,13445.0449853911,8837.0014153637,1246.0190000000,1524.8060000000
2002-05-30,100248.5187634793,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.6141330000,13507.3706514812,8812.1704726984,1245.8860000000,1523.5220000000
2002-05-31,100251.3830068725,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.8802300000,13373.3663308971,8832.6973853017,1238.5770000000,1515.7330000000
2002-06-03,100254.2473321013,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.9366040000,12933.2792570582,8613.6884709933,1213.3880000000,1483.3480000000
2002-06-04,100257.1117391679,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,87.2303680000,13061.9609660812,8613.6999453724,1219.5230000000,1490.5140000000
2002-06-05,100259.9762280747,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.4750940000,13203.9365321105,8690.0022347848,1196.6230000000,1462.0000000000
2002-06-06,100262.8407988241,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.4597010000,12869.7120438349,8518.2548813495,1245.6130000000,1521.2630000000
2002-06-07,100265.7054514184,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.3798770000,12709.1386145989,8504.8461723102,1252.5140000000,1529.5070000000
2002-06-10,100268.5701858598,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.8077610000,12669.4918761433,8531.4152809621,1243.7430000000,1517.2300000000
2002-06-11,100271.4350021508,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.0748980000,12392.3353888176,8389.6867110872,1252.8510000000,1530.9630000000
2002-06-12,100274.2999002938,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.2345590000,12573.7272072639,8444.6725212511,1246.8430000000,1524.8420000000
2002-06-13,100277.1648802909,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.5426850000,12389.6867110872,8356.2471547407,1235.5720000000,1511.7110000000
2002-06-14,100280.0299421446,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.9152280000,12454.7042220880,8337.1545395102,1222.1190000000,1494.2460000000
2002-06-17,100282.8950858573,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.4689670000,12856.5516442223,8576.3592871864,1224.6540000000,1496.2420000000
2002-06-18,100285.7603114311,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.9469750000,12771.0504316446,8584.1396492215,1248.8370000000,1524.0680000000
2002-06-19,100288.6256188686,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.1045790000,12389.2333032603,8442.4377364113,1236.0490000000,1507.6680000000
2002-06-20,100291.4910081720,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.0083520000,12123.7077563588,8329.0430982395,1245.0810000000,1516.1510000000
2002-06-21,100294.3564793437,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.3809120000,11926.7983810225,8187.0101061937,1288.5220000000,1562.7220000000
2002-06-24,100297.2220323860,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.3010710000,12087.2062706407,8216.7244675832,1409.5050000000,1707.3130000000
2002-06-25,100300.0876673012,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.2110320000,11786.3380153455,8079.4921244527,1409.2260000000,1706.5910000000
2002-06-26,100302.9533840917,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.2898330000,11830.5370932899,8057.8892043338,1417.3070000000,1712.9100000000
2002-06-27,100305.8191827598,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.9438920000,12077.7705124279,8199.5083473352,1422.5120000000,1723.5450000000
2002-06-28,100308.6850633079,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,83.4270310000,12110.9612057906,8192.7212230067,1431.1750000000,1732.7550000000
2002-07-01,100311.5510257382,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,83.5590840000,11619.2257712077,8017.4147677893,1415.3300000000,1713.7050000000
2002-07-02,100314.4170700533,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,83.2377350000,11238.6501899567,7847.3228105316,1425.8140000000,1724.9490000000
2002-07-03,100317.2831962553,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.7311370000,11423.6407128136,7896.1569977735,1427.3900000000,1730.9190000000
2002-07-04,100320.1494043466,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.7311370000,11423.6407128136,7896.1569977735,1412.6170000000,1713.1350000000
2002-07-05,100323.0156943296,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.7311370000,11988.0480395971,8186.1824081048,1415.4030000000,1722.1880000000
2002-07-08,100325.8820662065,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,83.0494560000,11634.2071066158,8086.4447883990,1423.6960000000,1732.9340000000
2002-07-09,100328.7485199799,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.1138510000,11431.5038446576,7886.5556999429,1419.4710000000,1729.9860000000
2002-07-10,100331.6150556519,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,83.7433400000,11140.8990456641,7618.7125983926,1392.9010000000,1701.8240000000
2002-07-11,100334.4816732249,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.4075830000,11376.1308425139,7675.8237665229,1390.9290000000,1696.9400000000
2002-07-12,100337.3483727012,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,83.9818210000,11368.4332502876,7626.3274208100,1389.4500000000,1698.2980000000
2002-07-15,100340.2151540833,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.0472590000,11443.9193159903,7597.7718367448,1379.3800000000,1687.9450000000
2002-07-16,100343.0820173734,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.4096250000,11383.0007366513,7457.9736295389,1382.4120000000,1691.6230000000
2002-07-17,100345.9489625739,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.4618240000,11565.0115463883,7499.2757641723,1393.0220000000,1701.7180000000
2002-07-18,100348.8159896872,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.3564050000,11231.4492165838,7296.6552720230,1397.4110000000,1704.9120000000
2002-07-19,100351.6830987154,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.1925520000,10918.5793390003,7016.8105481844,1403.2530000000,1713.8610000000
2002-07-22,100354.5502896611,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.1137630000,10616.4695365718,6785.8827813967,1380.2820000000,1681.0090000000
2002-07-23,100357.4175625265,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,83.2121400000,10172.8233609509,6602.5476547175,1375.6130000000,1673.8610000000
2002-07-24,100360.2849173140,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.8928090000,10679.2090517063,6980.9712209375,1372.8920000000,1672.4000000000
2002-07-25,100363.1523540260,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,82.4394210000,10264.1184601505,6941.7383315262,1364.9960000000,1665.1090000000
2002-07-26,100366.0198726646,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.7363450000,10446.5431189319,7058.9403809067,1361.4090000000,1657.4990000000
2002-07-29,100368.8874732324,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,80.4949080000,11051.8387313044,7440.6747394820,1368.7970000000,1665.6740000000
